Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02 00:00:00+00:00,72.79602813720703,94.90049743652344,68.26496124267578,153.63072204589844,28.68400001525879,75.0875015258789,94.90049743652344,68.43399810791016,160.6199951171875,28.68400001525879,75.1500015258789,94.90049743652344,68.43399810791016,160.72999572753906,28.713333129882812,73.79750061035156,93.2074966430664,67.32450103759766,158.3300018310547,28.11400032043457,74.05999755859375,93.75,67.42050170898438,158.77999877929688,28.299999237060547,135480400,80580000,27278000,22622100,142981500
2020-01-03 00:00:00+00:00,72.08829498291016,93.74849700927734,67.90784454345703,151.71771240234375,29.534000396728516,74.35749816894531,93.74849700927734,68.07599639892578,158.6199951171875,29.534000396728516,75.1449966430664,94.30999755859375,68.6875,159.9499969482422,30.266666412353516,74.125,93.2249984741211,67.36599731445312,158.05999755859375,29.128000259399414,74.2874984741211,93.2249984741211,67.4000015258789,158.32000732421875,29.366666793823242,146322800,75288000,23408000,21116200,266677500
2020-01-06 00:00:00+00:00,72.6626968383789,95.14399719238281,69.71786499023438,152.10989379882812,30.1026668548584,74.94999694824219,95.14399719238281,69.8905029296875,159.02999877929688,30.1026668548584,74.98999786376953,95.18450164794922,69.91600036621094,159.10000610351562,30.104000091552734,73.1875,93.0,67.55000305175781,156.50999450683594,29.333332061767578,73.44750213623047,93.0,67.58149719238281,157.0800018310547,29.364667892456055,118387200,81236000,46768000,20813700,151995000
2020-01-07 00:00:00+00:00,72.32097625732422,95.34300231933594,69.58320617675781,150.72299194335938,31.270666122436523,74.59750366210938,95.34300231933594,69.75550079345703,157.5800018310547,31.270666122436523,75.2249984741211,95.69450378417969,70.17500305175781,159.6699981689453,31.441999435424805,74.37000274658203,94.60199737548828,69.5780029296875,157.32000732421875,30.224000930786133,74.95999908447266,95.2249984741211,70.02300262451172,159.32000732421875,30.760000228881836,108872000,80898000,34330000,21634100,268231500
2020-01-08 00:00:00+00:00,73.4843521118164,94.59850311279297,70.07847595214844,153.12376403808594,32.80933380126953,75.79750061035156,94.59850311279297,70.25199890136719,160.08999633789062,32.80933380126953,76.11000061035156,95.55000305175781,70.59249877929688,160.8000030517578,33.232666015625,74.29000091552734,94.3219985961914,69.63150024414062,157.9499969482422,31.215333938598633,74.29000091552734,94.9020004272461,69.74099731445312,158.92999267578125,31.579999923706055,132079200,70160000,35314000,27746500,467164500
2020-01-09 00:00:00+00:00,75.04522705078125,95.05249786376953,70.81415557861328,155.0367431640625,32.089332580566406,77.40750122070312,95.05249786376953,70.989501953125,162.08999633789062,32.089332580566406,77.60749816894531,95.89099884033203,71.43399810791016,162.22000122070312,33.253334045410156,76.55000305175781,94.79000091552734,70.510498046875,161.02999877929688,31.524667739868164,76.80999755859375,95.49449920654297,71.09649658203125,161.83999633789062,33.13999938964844,170108400,63346000,33200000,21385000,426606000
2020-01-10 00:00:00+00:00,75.21488189697266,94.15799713134766,71.27151489257812,154.31935119628906,31.876667022705078,77.5824966430664,94.15799713134766,71.447998046875,161.33999633789062,31.876667022705078,78.1675033569336,95.34700012207031,71.74700164794922,163.22000122070312,32.3293342590332,77.0625,94.0,70.9800033569336,161.17999267578125,31.579999923706055,77.6500015258789,95.26850128173828,71.47350311279297,162.82000732421875,32.11933135986328,140644800,57074000,26258000,20725900,194392500
2020-01-13 00:00:00+00:00,76.82178497314453,94.56500244140625,71.82365417480469,156.17495727539062,34.990665435791016,79.23999786376953,94.56500244140625,72.00150299072266,163.27999877929688,34.990665435791016,79.26750183105469,94.9000015258789,72.0739974975586,163.30999755859375,35.04199981689453,77.7874984741211,94.04000091552734,71.26850128173828,161.25999450683594,32.79999923706055,77.91000366210938,94.56549835205078,71.76249694824219,161.75999450683594,32.900001525878906,121532000,55616000,30730000,21626500,397764000
2020-01-14 00:00:00+00:00,75.78443908691406,93.47200012207031,71.35282135009766,155.07501220703125,35.861331939697266,78.16999816894531,93.47200012207031,71.52950286865234,162.1300048828125,35.861331939697266,79.39250183105469,94.35549926757812,72.13150024414062,163.60000610351562,36.49399948120117,78.0425033569336,92.92749786376953,71.38849639892578,161.72000122070312,34.99333190917969,79.17500305175781,94.29399871826172,72.0,163.38999938964844,36.284000396728516,161954400,68818000,26076000,23477400,434943000
